index,Site EPA ID,Site Name,City,County,State,Zip Code,EPA Region,Date Type,Date,Site Score,Federal Facility Indicator,EPA ID,NPL Status,Superfund Alternative Approach Agreement?,Site URL
1463,FLD004126520,Standard Auto Bumper Corp.,Hialeah,MIAMI-DADE,Florida,33010,4,Deletion Date,10/26/2007,42.79,,FLD004126520,Deleted,No,www.epa.gov/superfund/standard-auto-bumper
1464,FLD070864541,"Tri-City Oil Conservationist, Inc.",Tampa,HILLSBOROUGH,Florida,33617,4,Deletion Date,9/1/1988,39.3,,FLD070864541,Deleted,No,www.epa.gov/superfund/tri-city-oil
1465,FLD980602346,Varsol Spill,Miami,MIAMI-DADE,Florida,33159,4,Deletion Date,9/1/1988,44.46,,FLD980602346,Deleted,No,www.epa.gov/superfund/varsol-spill
1466,FLD041184383,"Wilson Concepts of Florida, Inc.",Pompano Beach,BROWARD,Florida,33069,4,Deletion Date,4/4/1995,37.93,,FLD041184383,Deleted,No,www.epa.gov/superfund/wilson-concepts
1467,FLD004146346,Woodbury Chemical Co. (Princeton Plant),Princeton,MIAMI-DADE,Florida,33032,4,Deletion Date,11/27/1995,39.43,,FLD004146346,Deleted,No,www.epa.gov/superfund/woodbury-chemical-co
1468,FLD980844179,Yellow Water Road Dump,Baldwin,DUVAL,Florida,32234,4,Deletion Date,5/18/1999,30.26,,FLD980844179,Deleted,No,www.epa.gov/superfund/yellow-water-road
1469,GAD095840674,"Cedartown Industries, Inc.",Cedartown,POLK,Georgia,30125,4,Deletion Date,9/19/2006,42.0,,GAD095840674,Deleted,No,www.epa.gov/superfund/cedartown-industries-inc
1470,GAD980495402,Cedartown Municipal Landfill,Cedartown,POLK,Georgia,30125,4,Deletion Date,3/10/1999,33.62,,GAD980495402,Deleted,No,www.epa.gov/superfund/cedartown-municipal-landfill
1471,GAD990855819,"Luminous Processes, Inc.",Athens,CLARKE,Georgia,30622,4,Deletion Date,12/30/1982,,,GAD990855819,Deleted,No,www.epa.gov/superfund/luminous-processes
1472,GAD001700699,Monsanto Corp. (Augusta Plant),Augusta,RICHMOND,Georgia,30903,4,Deletion Date,3/9/1998,35.65,,GAD001700699,Deleted,No,www.epa.gov/superfund/monsanto-corp-augusta
1473,GAD980496954,Powersville Site,Peach County,PEACH,Georgia,31074,4,Deletion Date,11/1/2010,35.53,,GAD980496954,Deleted,No,www.epa.gov/superfund/powersville-site
1474,HI7210090026,Schofield Barracks (USARMY),Oahu,HONOLULU,Hawaii,96857,9,Deletion Date,8/10/2000,28.9,,HI7210090026,Deleted,No,www.epa.gov/superfund/schofieldbarracks
1475,IDD000800961,Arrcom (Drexler Enterprises),Rathdrum,KOOTENAI,Idaho,83858,10,Deletion Date,12/23/1992,29.28,,IDD000800961,Deleted,No,www.epa.gov/superfund/arrcom
1476,IDD098812878,Pacific Hide & Fur Recycling Co.,Pocatello,BANNOCK,Idaho,83201,10,Deletion Date,11/4/1999,42.3,,IDD098812878,Deleted,No,www.epa.gov/superfund/pacific-hide-fur
1477,IDD055030852,Union Pacific Railroad Co.,Pocatello,BANNOCK,Idaho,83201,10,Deletion Date,9/22/1997,53.47,,IDD055030852,Deleted,No,www.epa.gov/superfund/union-pacific-railroad
1478,ILD980397079,"A & F Materials Reclaiming, Inc.",Greenup,CUMBERLAND,Illinois,62428,5,Deletion Date,6/11/2012,55.49,,ILD980397079,Deleted,No,www.epa.gov/superfund/af-material-reclaiming
1479,ILD980497663,Belvidere Municipal Landfill,Belvidere,BOONE,Illinois,61008,5,Deletion Date,2/9/2015,28.62,,ILD980497663,Deleted,No,www.epa.gov/superfund/belvidere-municipal-landfill
1480,ILD980996789,Ilada Energy Co.,East Cape Girardeau,ALEXANDER,Illinois,62957,5,Deletion Date,1/8/2001,34.21,,ILD980996789,Deleted,No,www.epa.gov/superfund/ilada-energy
1481,ILD980824007,Kerr-McGee (Reed-Keppler Park),West Chicago,DUPAGE,Illinois,60185,5,Deletion Date,2/8/2010,39.51,,ILD980824007,Deleted,No,www.epa.gov/superfund/kerr-mcgee-reed-keppler
1482,ILD980824031,Kerr-McGee (Sewage Treatment Plant),West Chicago,DUPAGE,Illinois,60185,5,Deletion Date,4/22/2013,35.2,,ILD980824031,Deleted,No,www.epa.gov/superfund/kerr-mcgee-sewageplant
1483,ILD003817137,Petersen Sand & Gravel,Libertyville,LAKE,Illinois,60048,5,Deletion Date,2/11/1991,38.43,,ILD003817137,Deleted,No,www.epa.gov/superfund/petersen-sand-gravel
1484,IND016395899,Carter Lee Lumber Co.,Indianapolis,MARION,Indiana,46222,5,Deletion Date,7/9/1996,35.4,,IND016395899,Deleted,No,www.epa.gov/superfund/carter-lee-lumber
1485,IND980607626,Columbus Old Municipal Landfill #1,Columbus,BARTHOLOMEW,Indiana,47201,5,Deletion Date,1/24/2014,45.31,,IND980607626,Deleted,No,www.epa.gov/superfund/columbus-muni-landfill
1486,INT190010876,International Minerals & Chemicals Corp. (Terre Haute East Plant),Terre Haute,VIGO,Indiana,47802,5,Deletion Date,2/11/1991,57.8,,INT190010876,Deleted,No,www.epa.gov/superfund/international-minerals-east
1487,IND980794549,Neal's Dump (Spencer),Spencer,OWEN,Indiana,47460,5,Deletion Date,10/4/1999,36.55,,IND980794549,Deleted,No,www.epa.gov/superfund/neals-dump-spencer
1488,IND980684583,Poer Farm,Hancock County,HANCOCK,Indiana,46117,5,Deletion Date,2/11/1991,37.38,,IND980684583,Deleted,No,www.epa.gov/superfund/poer-farm
1489,IND980607360,Southside Sanitary Landfill,Indianapolis,MARION,Indiana,46221-5004,5,Deletion Date,7/3/1997,41.94,,IND980607360,Deleted,No,www.epa.gov/superfund/southside-sanitary-landfill
1490,IND006038764,Tri-State Plating,Columbus,BARTHOLOMEW,Indiana,47201,5,Deletion Date,7/14/1997,29.28,,IND006038764,Deleted,No,www.epa.gov/superfund/tri-state-plating
1491,IND980504005,"Waste, Inc., Landfill",Michigan City,LA PORTE,Indiana,46360,5,Deletion Date,10/20/2008,50.63,,IND980504005,Deleted,No,www.epa.gov/superfund/waste-inc-landfill
1492,IND980794374,"Wedzeb Enterprises, Inc.",Lebanon,BOONE,Indiana,46052,5,Deletion Date,9/10/1991,31.27,,IND980794374,Deleted,No,www.epa.gov/superfund/wedzeb-enterprises
1493,IND980999791,Whiteford Sales & Service Inc./Nationalease,South Bend,ST. JOSEPH,Indiana,46619,5,Deletion Date,9/6/1996,51.87,,IND980999791,Deleted,No,www.epa.gov/superfund/whiteford-sales-service
1494,IAD042581256,Aidex Corp.,Council Bluffs,MILLS,Iowa,51554,7,Deletion Date,10/21/1993,,,IAD042581256,Deleted,No,www.epa.gov/superfund/aidexcorp
1495,IAD980685804,"E.I. du Pont de Nemours & Co., Inc. (County Road X23)",West Point,LEE,Iowa,52656,7,Deletion Date,9/25/1995,46.01,,IAD980685804,Deleted,No,www.epa.gov/superfund/eidupontdenemoursco
1496,IAD022193577,Farmers' Mutual Cooperative,Hospers,SIOUX,Iowa,51238,7,Deletion Date,11/13/2001,33.74,,IAD022193577,Deleted,No,www.epa.gov/superfund/farmersmutualcoop
1497,IAD005291182,John Deere (Ottumwa Works Landfills),Ottumwa,WAPELLO,Iowa,52501,7,Deletion Date,1/22/2001,42.32,,IAD005291182,Deleted,No,www.epa.gov/superfund/johndeereottumwa
1498,IAD980631063,LaBounty Site,Charles City,FLOYD,Iowa,50616,7,Deletion Date,10/6/1993,70.73,,IAD980631063,Deleted,No,www.epa.gov/superfund/labounty
1499,IAD085824688,Mid-America Tanning Co.,Sergeant Bluff,WOODBURY,Iowa,51054,7,Deletion Date,9/24/2004,47.91,,IAD085824688,Deleted,No,www.epa.gov/superfund/midamericatanning
1500,IAD980852461,Northwestern States Portland Cement Co.,Mason City,CERRO GORDO,Iowa,50401,7,Deletion Date,8/31/1995,57.8,,IAD980852461,Deleted,No,www.epa.gov/superfund/portlandcementco
1501,IAD980632509,Red Oak City Landfill,Red Oak,MONTGOMERY,Iowa,51566,7,Deletion Date,9/26/2005,34.13,,IAD980632509,Deleted,No,www.epa.gov/superfund/redoaklandfill
1502,IAD980630750,Sheller-Globe Corp. Disposal,Keokuk,LEE,Iowa,52632,7,Deletion Date,9/24/2001,33.66,,IAD980630750,Deleted,No,www.epa.gov/superfund/shellerglobecorp
1503,IAD065210734,White Farm Equipment Co. Dump,Charles City,FLOYD,Iowa,50616,7,Deletion Date,10/30/2000,43.4,,IAD065210734,Deleted,No,www.epa.gov/superfund/whitefarmequipment
1504,KSD007241656,29th & Mead Ground Water Contamination,Wichita,SEDGWICK,Kansas,67219,7,Deletion Date,4/29/1996,35.35,,KSD007241656,Deleted,No,www.epa.gov/superfund/29thandmead
1505,KSD980500789,Arkansas City Dump,Arkansas City,COWLEY,Kansas,67005,7,Deletion Date,3/1/1996,,,KSD980500789,Deleted,No,www.epa.gov/superfund/arkansascitydump
1506,KSD980686174,Big River Sand Co.,Wichita,SEDGWICK,Kansas,67205,7,Deletion Date,10/14/1992,32.56,,KSD980686174,Deleted,No,www.epa.gov/superfund/bigriversand
1507,KSD007135429,Hydro-Flex Inc.,Topeka,SHAWNEE,Kansas,66618,7,Deletion Date,11/9/1993,42.79,,KSD007135429,Deleted,No,www.epa.gov/superfund/hydroflex
1508,KSD980631980,Johns' Sludge Pond,Wichita,SEDGWICK,Kansas,67212,7,Deletion Date,1/6/1992,35.94,,KSD980631980,Deleted,No,www.epa.gov/superfund/johnssludgepond
1509,KYD980500961,A.L. Taylor (Valley of Drums),Brooks,BULLITT,Kentucky,40165,4,Deletion Date,5/17/1996,,,KYD980500961,Deleted,No,www.epa.gov/superfund/al-taylor-valley-of-drums
1510,KYD006371074,General Tire & Rubber Co. (Mayfield Landfill),Mayfield,GRAVES,Kentucky,42066,4,Deletion Date,10/27/2000,32.94,,KYD006371074,Deleted,No,www.epa.gov/superfund/general-tire-and
1511,KYD980501191,Howe Valley Landfill,Howe Valley,HARDIN,Kentucky,42732,4,Deletion Date,7/26/1996,36.73,,KYD980501191,Deleted,No,www.epa.gov/superfund/howe-valley-landfill
1512,KYD980557052,Lee's Lane Landfill,Louisville,JEFFERSON,Kentucky,40216,4,Deletion Date,4/25/1996,39.52,,KYD980557052,Deleted,No,www.epa.gov/superfund/lee-lane-landfill
1513,KYD049062375,National Southwire Aluminum Co.,Hawesville,HANCOCK,Kentucky,42348,4,Deletion Date,10/5/2015,50.0,,KYD049062375,Deleted,No,www.epa.gov/superfund/national-southwire-aluminum
1514,KYD985066380,Newport Dump,Newport,CAMPBELL,Kentucky,41072,4,Deletion Date,6/3/1996,37.63,,KYD985066380,Deleted,No,www.epa.gov/superfund/newport-dump
1515,KYD981469794,Red Penn Sanitation Co. Landfill,Peewee Valley,OLDHAM,Kentucky,40014,4,Deletion Date,9/14/2001,38.1,,KYD981469794,Deleted,No,www.epa.gov/superfund/red-penn-sanitation-landfill
1516,LAD980745541,Bayou Sorrel,Bayou Sorrel,IBERVILLE,Louisiana,70764,6,Deletion Date,9/29/1997,34.69,,LAD980745541,Deleted,No,www.epa.gov/superfund/bayou-sorrel
1517,LAD008187940,Central Wood Preserving Co.,Slaughter,EAST FELICIANA,Louisiana,70722,6,Deletion Date,9/18/2009,48.53,,LAD008187940,Deleted,No,www.epa.gov/superfund/central-wood
1518,LAD980501456,Cleve Reber,Sorrento,ASCENSION,Louisiana,70778,6,Deletion Date,12/30/1997,48.8,,LAD980501456,Deleted,No,www.epa.gov/superfund/cleve-reber
1519,LAD981058019,"D.L. Mud, Inc.",Abbeville,VERMILION,Louisiana,70510,6,Deletion Date,3/7/2000,32.37,,LAD981058019,Deleted,No,www.epa.gov/superfund/dl-mud
1520,LAD052510344,Delatte Metals,Ponchatoula,TANGIPAHOA,Louisiana,70454,6,Deletion Date,8/8/2005,50.0,,LAD052510344,Deleted,No,www.epa.gov/superfund/delatte-metals
1521,LAD980879449,Dutchtown Treatment Plant,Ascension Parish,ASCENSION,Louisiana,70734,6,Deletion Date,11/16/1999,36.41,,LAD980879449,Deleted,No,www.epa.gov/superfund/dutchtown-treatment-plant
1522,LAD980750137,Gulf Coast Vacuum Services,Abbeville,VERMILION,Louisiana,70510,6,Deletion Date,7/23/2001,42.78,,LAD980750137,Deleted,No,www.epa.gov/superfund/gulf-coast-vacuum
1523,LA0000187518,Mallard Bay Landing Bulk Plant,Grand Cheniere,CAMERON,Louisiana,70542,6,Deletion Date,9/19/2005,48.55,,LA0000187518,Deleted,No,www.epa.gov/superfund/mallard-bay-landing-bulk-plant
1524,LAD980745533,Old Inger Oil Refinery,Darrow,ASCENSION,Louisiana,70725,6,Deletion Date,8/12/2008,,,LAD980745533,Deleted,No,www.epa.gov/superfund/old-inger-oil-refinery
1525,LAD980749139,"PAB Oil & Chemical Service, Inc.",Abbeville,VERMILION,Louisiana,70510,6,Deletion Date,1/3/2000,38.94,,LAD980749139,Deleted,No,www.epa.gov/superfund/pab-oil-chemical-service
1526,LAD985185107,Ruston Foundry,Alexandria,RAPIDES,Louisiana,71302,6,Deletion Date,7/13/2010,43.17,,LAD985185107,Deleted,No,www.epa.gov/superfund/ruston-foundry
1527,LAD008149015,Southern Shipbuilding,Slidell,ST. TAMMANY,Louisiana,70459,6,Deletion Date,6/16/1998,50.0,,LAD008149015,Deleted,No,www.epa.gov/superfund/southern-shipbuilding
1528,MED980731475,O'Connor,Augusta,KENNEBEC,Maine,04330,1,Deletion Date,7/22/2014,31.86,,MED980731475,Deleted,No,www.epa.gov/superfund/oconnor
1529,MED980732291,Pinette's Salvage Yard,Washburn,AROOSTOOK,Maine,04786,1,Deletion Date,9/30/2002,33.98,,MED980732291,Deleted,No,www.epa.gov/superfund/pinette
1530,MED980520241,Saco Tannery Waste Pits,Saco,YORK,Maine,04072,1,Deletion Date,9/29/1999,43.19,,MED980520241,Deleted,No,www.epa.gov/superfund/sacotannery
1531,MDD980555478,"Chemical Metals Industries, Inc.",Baltimore,BALTIMORE CITY,Maryland,21230,3,Deletion Date,12/30/1982,,,MDD980555478,Deleted,No,www.epa.gov/superfund/chemicalmetals
1532,MDD064882889,"Mid-Atlantic Wood Preservers, Inc.",Harmans,ANNE ARUNDEL,Maryland,21077,3,Deletion Date,7/18/2000,42.31,,MDD064882889,Deleted,No,www.epa.gov/superfund/midatlanticwoodpreservers
1533,MDD980705099,Middletown Road Dump,Annapolis,ANNE ARUNDEL,Maryland,21401,3,Deletion Date,4/18/1988,29.36,,MDD980705099,Deleted,No,www.epa.gov/superfund/middletownroad
1534,MDD980704852,Southern Maryland Wood Treating,Hollywood,ST. MARY'S,Maryland,20636,3,Deletion Date,4/5/2005,34.21,,MDD980704852,Deleted,No,www.epa.gov/superfund/southernmdwoodtreating
1535,MAD079510780,Cannon Engineering Corp. (CEC),Bridgewater,PLYMOUTH,Massachusetts,02324,1,Deletion Date,9/24/2013,39.89,,MAD079510780,Deleted,No,www.epa.gov/superfund/cannon
1536,MAD980520670,Fort Devens-Sudbury Training Annex,Sudbury,MIDDLESEX,Massachusetts,01775,1,Deletion Date,1/29/2002,35.57,,MAD980520670,Deleted,No,www.epa.gov/superfund/sudburyannex
1537,MAD001060805,Hatheway and Patterson Company,Mansfield,BRISTOL,Massachusetts,02048,1,Deletion Date,2/16/2018,56.6,,MAD001060805,Deleted,No,www.epa.gov/superfund/hatheway
1538,MA0213820939,Materials Technology Laboratory (USARMY),Watertown,MIDDLESEX,Massachusetts,02172,1,Deletion Date,11/21/2006,48.57,,MA0213820939,Deleted,No,www.epa.gov/superfund/amtl
1539,MAD980670566,Norwood PCBs,Norwood,NORFOLK,Massachusetts,02062,1,Deletion Date,5/31/2011,29.43,,MAD980670566,Deleted,No,www.epa.gov/superfund/norwood
1540,MAD980525232,Plymouth Harbor/Cannon Engineering Corp.,Plymouth,PLYMOUTH,Massachusetts,02360,1,Deletion Date,11/19/1993,54.82,,MAD980525232,Deleted,No,www.epa.gov/superfund/plymouth
1541,MAD980525240,Salem Acres,Salem,ESSEX,Massachusetts,01970,1,Deletion Date,7/23/2001,34.94,,MAD980525240,Deleted,No,www.epa.gov/superfund/salem
1542,MAD980503973,Shpack Landfill,"Attleboro, Norton",BRISTOL,Massachusetts,02703,1,Deletion Date,9/5/2017,29.45,,MAD980503973,Deleted,No,www.epa.gov/superfund/shpack
1543,MID002931228,Anderson Development Co.,Adrian,LENAWEE,Michigan,49221,5,Deletion Date,1/26/1996,31.02,,MID002931228,Deleted,No,www.epa.gov/superfund/anderson-development
1544,MID980791461,"Avenue ""E"" Ground Water Contamination",Traverse City,GRAND TRAVERSE,Michigan,49684,5,Deletion Date,3/20/2007,31.19,,MID980791461,Deleted,No,www.epa.gov/superfund/avenue-e-groundwater
1545,MID000605717,Berlin & Farro,Swartz Creek,GENESEE,Michigan,48473,5,Deletion Date,6/24/1998,66.74,,MID000605717,Deleted,No,www.epa.gov/superfund/berlin-farro
1546,MID980410617,Burrows Sanitation,Hartford,VAN BUREN,Michigan,49057,5,Deletion Date,7/14/2015,30.59,,MID980410617,Deleted,No,www.epa.gov/superfund/burrows-sanitation
1547,MID980274179,"Carter Industrials, Inc.",Detroit,WAYNE,Michigan,48208,5,Deletion Date,3/25/1997,37.79,,MID980274179,Deleted,No,www.epa.gov/superfund/carter-industrials
1548,MID980794663,Cemetery Dump,Rose Center,OAKLAND,Michigan,48442,5,Deletion Date,4/19/1995,34.16,,MID980794663,Deleted,No,www.epa.gov/superfund/cemetery-dump
1549,MID980794390,Charlevoix Municipal Well,Charlevoix,CHARLEVOIX,Michigan,49720,5,Deletion Date,12/2/1993,37.94,,MID980794390,Deleted,No,www.epa.gov/superfund/charlevoix-muni-wells
1550,MID980608970,Cliff/Dow Dump,Marquette,MARQUETTE,Michigan,49855,5,Deletion Date,11/17/2000,34.5,,MID980608970,Deleted,No,www.epa.gov/superfund/cliff-dow-dump
1551,MID980609366,Folkertsma Refuse,Grand Rapids,KENT,Michigan,49504,5,Deletion Date,4/10/1996,33.12,,MID980609366,Deleted,No,www.epa.gov/superfund/folkertsma-refuse
1552,MID980794531,Gratiot County Golf Course,St. Louis,GRATIOT,Michigan,48880,5,Deletion Date,9/8/1983,40.22,,MID980794531,Deleted,No,www.epa.gov/superfund/velsicol-burnpit
1553,MI0001271535,H & K Sales,Belding,IONIA,Michigan,48809,5,Deletion Date,5/21/1998,,,MI0001271535,Deleted,No,www.epa.gov/superfund/hk-sales
1554,MID981089915,Kent City Mobile Home Park,Kent City,KENT,Michigan,49330,5,Deletion Date,3/20/1995,33.62,,MID981089915,Deleted,No,www.epa.gov/superfund/kent-city-mobilehome
1555,MID985574227,Lower Ecorse Creek Dump,Wyandotte,WAYNE,Michigan,48192,5,Deletion Date,7/1/2005,,,MID985574227,Deleted,No,www.epa.gov/superfund/lower-ecorse-creek-dump
1556,MID980794465,Mason County Landfill,Pere Marquette Township,MASON,Michigan,49431,5,Deletion Date,9/9/1999,34.18,,MID980794465,Deleted,No,www.epa.gov/superfund/mason-county-landfill
1557,MID980992952,Metal Working Shop,Lake Ann,BENZIE,Michigan,49650,5,Deletion Date,12/23/1992,28.82,,MID980992952,Deleted,No,www.epa.gov/superfund/metal-workingshop
1558,MID084566900,Novaco Industries,Temperance,MONROE,Michigan,48182,5,Deletion Date,7/14/1998,38.2,,MID084566900,Deleted,No,www.epa.gov/superfund/novaco-industries
1559,MID980794440,Ossineke Ground Water Contamination,Ossineke,ALPENA,Michigan,49766,5,Deletion Date,1/31/1996,33.78,,MID980794440,Deleted,No,www.epa.gov/superfund/ossineke-groundwater
1560,MID980794481,Spiegelberg Landfill,Green Oak Township,LIVINGSTON,Michigan,48116,5,Deletion Date,6/13/2011,53.61,,MID980794481,Deleted,No,www.epa.gov/superfund/spiegelberg-landfill
1561,MID060179587,Waste Management of Michigan (Holland Lagoons),Holland,OTTAWA,Michigan,49424,5,Deletion Date,1/14/2013,37.2,,MID060179587,Deleted,No,www.epa.gov/superfund/wastemgmt-michigan-holland
1562,MID980701254,Whitehall Municipal Wells,Whitehall,MUSKEGON,Michigan,49461,5,Deletion Date,2/11/1991,35.45,,MID980701254,Deleted,No,www.epa.gov/superfund/whitehall-municipal-wells
1563,MND980904023,Adrian Municipal Well Field,Adrian,NOBLES,Minnesota,56110,5,Deletion Date,12/30/1992,33.62,,MND980904023,Deleted,No,www.epa.gov/superfund/adrian-municipal-wellfield
1564,MND980898068,Agate Lake Scrapyard,Fairview Township,CASS,Minnesota,56473,5,Deletion Date,8/1/1997,29.68,,MND980898068,Deleted,No,www.epa.gov/superfund/agatelake-scrap-yard
1565,MND053417515,"Boise Cascade/Onan Corp./Medtronics, Inc.",Fridley,ANOKA,Minnesota,55432,5,Deletion Date,2/15/1995,50.06,,MND053417515,Deleted,No,www.epa.gov/superfund/boise-cascade-medtronics
1566,MND981191570,Dakhue Sanitary Landfill,Cannon Falls,DAKOTA,Minnesota,55031,5,Deletion Date,7/24/1995,42.24,,MND981191570,Deleted,No,www.epa.gov/superfund/dakhue-landfill
1567,MND981088180,East Bethel Demolition Landfill,East Bethel Township,ANOKA,Minnesota,55011,5,Deletion Date,5/7/1996,28.75,,MND981088180,Deleted,No,www.epa.gov/superfund/east-bethel-landfill
1568,MND000686071,Koch Refining Co./N-Ren Corp.,Pine Bend,DAKOTA,Minnesota,55058,5,Deletion Date,6/15/1995,31.14,,MND000686071,Deleted,No,www.epa.gov/superfund/koch-refining-corp
1569,MND980904049,Kummer Sanitary Landfill,Bemidji,BELTRAMI,Minnesota,56601,5,Deletion Date,4/26/1996,35.57,,MND980904049,Deleted,No,www.epa.gov/superfund/kummer-sanitary-landfill
1570,MND981090483,LaGrand Sanitary Landfill,LaGrand Township,DOUGLAS,Minnesota,56308,5,Deletion Date,10/23/1997,37.51,,MND981090483,Deleted,No,www.epa.gov/superfund/lagrand-sanitary-landfill
1571,MND980792287,Morris Arsenic Dump,Morris,STEVENS,Minnesota,56267,5,Deletion Date,3/7/1986,38.27,,MND980792287,Deleted,No,www.epa.gov/superfund/morris-arsenic
1572,MND097891634,NL Industries/Taracorp/Golden Auto,St. Louis Park,HENNEPIN,Minnesota,55426,5,Deletion Date,5/21/1998,39.97,,MND097891634,Deleted,No,www.epa.gov/superfund/nl-industries-taracorp-golden
1573,MND006154017,Nutting Truck & Caster Co.,Faribault,RICE,Minnesota,55021,5,Deletion Date,11/24/2017,37.87,,MND006154017,Deleted,No,www.epa.gov/superfund/nutting-truck
1574,MND980904056,Oak Grove Sanitary Landfill,Oak Grove Township,ANOKA,Minnesota,55011,5,Deletion Date,10/17/1996,43.4,,MND980904056,Deleted,No,www.epa.gov/superfund/oak-grove-landfill
1575,MND000874354,Olmsted County Sanitary Landfill,Oronoco,OLMSTED,Minnesota,55960,5,Deletion Date,2/15/1995,40.7,,MND000874354,Deleted,No,www.epa.gov/superfund/olmsted-county-landfill
1576,MND000245795,Pine Bend Sanitary Landfill,Dakota County,DAKOTA,Minnesota,55075,5,Deletion Date,6/23/1998,52.11,,MND000245795,Deleted,No,www.epa.gov/superfund/pine-bend-landfill
1577,MND981002256,St. Augusta Sanitary Landfill/Engen Dump,St. Augusta Township,STEARNS,Minnesota,56301,5,Deletion Date,11/14/1996,33.85,,MND981002256,Deleted,No,www.epa.gov/superfund/staugusta-landfill
1578,MN8570024275,Twin Cities Air Force Reserve Base (Small Arms Range Landfill),Minneapolis,HENNEPIN,Minnesota,55450,5,Deletion Date,12/16/1996,33.62,,MN8570024275,Deleted,No,www.epa.gov/superfund/twin-cities-usafr
1579,MND022949192,Union Scrap Iron & Metal Co.,Minneapolis,HENNEPIN,Minnesota,55411,5,Deletion Date,9/10/1991,42.63,,MND022949192,Deleted,No,www.epa.gov/superfund/union-scrap-iron
1580,MND980613780,University of Minnesota (Rosemount Research Center),Rosemount,DAKOTA,Minnesota,55068,5,Deletion Date,2/6/2001,45.91,,MND980613780,Deleted,No,www.epa.gov/superfund/university-minn-rosemount
1581,MND980704738,Washington County Landfill,Lake Elmo,WASHINGTON,Minnesota,55042,5,Deletion Date,5/16/1996,42.24,,MND980704738,Deleted,No,www.epa.gov/superfund/washington-county-landfill
1582,MND980609119,Waste Disposal Engineering,Andover,ANOKA,Minnesota,55304,5,Deletion Date,6/5/1996,50.92,,MND980609119,Deleted,No,www.epa.gov/superfund/waste-disposal-engineering
1583,MND006252233,Whittaker Corp.,Minneapolis,HENNEPIN,Minnesota,55418,5,Deletion Date,2/11/1999,40.03,,MND006252233,Deleted,No,www.epa.gov/superfund/whittaker-corp
1584,MND980034516,Windom Dump,Windom,COTTONWOOD,Minnesota,56101,5,Deletion Date,10/6/2000,38.17,,MND980034516,Deleted,No,www.epa.gov/superfund/windom-dump
1585,MSD980710941,Flowood Site,Flowood,RANKIN,Mississippi,39208,4,Deletion Date,2/16/1996,,,MSD980710941,Deleted,No,www.epa.gov/superfund/flowood
1586,MSD980840045,"Newsom Brothers/Old Reichhold Chemicals, Inc.",Columbia,MARION,Mississippi,39429,4,Deletion Date,9/27/2000,45.7,,MSD980840045,Deleted,No,www.epa.gov/superfund/newsom-brothers
1587,MSD980601736,Walcotte Chemical Co. Warehouses,Greenville,WASHINGTON,Mississippi,38701,4,Deletion Date,12/30/1982,,,MSD980601736,Deleted,No,www.epa.gov/superfund/walcotte-chemical-company-warehouses
1588,MOD980631113,Kem-Pest Laboratories,Cape Girardeau,CAPE GIRARDEAU,Missouri,63701,7,Deletion Date,9/20/2001,33.89,,MOD980631113,Deleted,No,www.epa.gov/superfund/kempestlab
1589,MOD007163108,North-U Drive Well Contamination,Springfield,GREENE,Missouri,65801,7,Deletion Date,9/8/1994,28.9,,MOD007163108,Deleted,No,www.epa.gov/superfund/northudrivewell
1590,MOD980685838,Shenandoah Stables,Moscow Mills,LINCOLN,Missouri,63362,7,Deletion Date,9/25/2001,30.09,,MOD980685838,Deleted,No,www.epa.gov/superfund/shenandoahstables
1591,MOD980685226,Times Beach,Times Beach,ST. LOUIS,Missouri,63025,7,Deletion Date,9/25/2001,40.08,,MOD980685226,Deleted,No,www.epa.gov/superfund/timesbeach
1592,MOD000830554,"Wheeling Disposal Service Co., Inc., Landfill",Amazonia,ANDREW,Missouri,64421,7,Deletion Date,10/30/2000,48.58,,MOD000830554,Deleted,No,www.epa.gov/superfund/wheelingdisposalservice
1593,NED980862718,Waverly Ground Water Contamination,Waverly,LANCASTER,Nebraska,68462,7,Deletion Date,11/20/2006,37.93,,NED980862718,Deleted,No,www.epa.gov/superfund/waverlygroundwater
1594,NHD981063860,Town Garage/Radio Beacon,Londonderry,ROCKINGHAM,New Hampshire,03053,1,Deletion Date,7/21/2014,31.94,,NHD981063860,Deleted,No,www.epa.gov/superfund/towngarage
1595,NJD980654149,Asbestos Dump,Millington,MORRIS,New Jersey,07946,2,Deletion Date,7/12/2010,39.61,,NJD980654149,Deleted,No,www.epa.gov/superfund/asbestos-dump
1596,NJD980654123,Beachwood/Berkley Wells,Berkley Township,OCEAN,New Jersey,08722,2,Deletion Date,1/6/1992,42.24,,NJD980654123,Deleted,No,www.epa.gov/superfund/beachwood-berkeley-wells
1597,NJD980530596,Combe Fill North Landfill,Mount Olive Township,MORRIS,New Jersey,07828,2,Deletion Date,6/2/2004,47.79,,NJD980530596,Deleted,No,www.epa.gov/superfund/combe-fill-north
1598,NJD980761381,Cooper Road,Voorhees Township,CAMDEN,New Jersey,08043,2,Deletion Date,2/22/1989,36.79,,NJD980761381,Deleted,No,www.epa.gov/superfund/cooper-road
1599,NJN000204492,Crown Vantage Landfill,Alexandria Township,HUNTERDON,New Jersey,08848,2,Deletion Date,8/28/2015,50.0,,NJN000204492,Deleted,No,www.epa.gov/superfund/crown-vantage
